antecedent,consequent,antecedent support,consequent support,support,confidence,lift,conteo
tropical fruit,other vegetables,0.13144867118290776,0.23983845752996352,0.045987493486190724,0.34985133795837464,1.458695746968215,353
cream cheese,other vegetables,0.05028660760812923,0.23983845752996352,0.017587285044293903,0.34974093264248707,1.4582354149721515,135
"citrus fruit, tropical fruit",whole milk,0.02553413236060448,0.3116206357477853,0.011594580510682647,0.45408163265306123,1.457161627192683,89
"rolls/buns, yogurt",whole milk,0.0440333507034914,0.3116206357477853,0.01993225638353309,0.4526627218934911,1.452608299855534,153
"soda, whole milk",other vegetables,0.05132881709223554,0.23983845752996352,0.017847837415320478,0.3477157360406091,1.4497914121932187,137
"beef, whole milk",rolls/buns,0.027227722772277228,0.22146951537258988,0.008728504429390308,0.32057416267942584,1.4474866310160428,67
"citrus fruit, other vegetables",whole milk,0.03699843668577384,0.3116206357477853,0.016675351745700884,0.45070422535211263,1.4463234255028496,128
"soda, tropical fruit",other vegetables,0.026706618030224075,0.23983845752996352,0.00924960917144346,0.3463414634146342,1.4440614194300554,71
"napkins, whole milk",other vegetables,0.025273579989577907,0.23983845752996352,0.008728504429390308,0.34536082474226804,1.439972672852607,67
ham,whole milk,0.03282959874934862,0.3116206357477853,0.014721208963001563,0.44841269841269843,1.4389698465785423,113
"rolls/buns, tropical fruit",whole milk,0.03152683689421574,0.3116206357477853,0.014069828035435123,0.4462809917355372,1.4321291356864478,108
soft cheese,whole milk,0.021625846795205836,0.3116206357477853,0.009640437727983325,0.4457831325301205,1.430531490510537,74
"sausage, yogurt",whole milk,0.025143303804064616,0.3116206357477853,0.011203751954142784,0.4455958549222798,1.4299305110298577,86
sliced cheese,whole milk,0.031005732152162586,0.3116206357477853,0.013809275664408547,0.44537815126050423,1.4292318934262669,106
"coffee, whole milk",other vegetables,0.023970818134445022,0.23983845752996352,0.008207399687337155,0.3423913043478261,1.4275913374111424,63
"soda, yogurt",rolls/buns,0.035044293903074515,0.22146951537258988,0.011073475768629494,0.3159851301115242,1.4267657992565057,85
sliced cheese,rolls/buns,0.031005732152162586,0.22146951537258988,0.009770713913496612,0.315126050420168,1.422886801779535,75
margarine,other vegetables,0.07412714955706097,0.23983845752996352,0.025273579989577907,0.3409490333919157,1.4215778274396225,194
"sausage, whole milk",other vegetables,0.038301198540906724,0.23983845752996352,0.013027618551328817,0.3401360544217687,1.4181881334826163,100
"sausage, whole milk",rolls/buns,0.038301198540906724,0.22146951537258988,0.011985409067222511,0.31292517006802717,1.4129491796718687,92
"root vegetables, soda",whole milk,0.023840541948931735,0.3116206357477853,0.010422094841063054,0.43715846994535523,1.402854688670797,80
frozen vegetables,whole milk,0.05992704533611256,0.3116206357477853,0.02618551328817092,0.4369565217391304,1.4022066307983132,201
"bottled water, yogurt",rolls/buns,0.029442417926003127,0.22146951537258988,0.009119332985930172,0.30973451327433627,1.3985424258198855,70
"bottled water, other vegetables",whole milk,0.03178738926524231,0.3116206357477853,0.013809275664408547,0.43442622950819676,1.3940868468666046,106
"rolls/buns, yogurt",other vegetables,0.0440333507034914,0.23983845752996352,0.014721208963001563,0.3343195266272189,1.3939362772354875,113
"bottled water, tropical fruit",whole milk,0.023710265763418448,0.3116206357477853,0.010291818655549765,0.434065934065934,1.3929306479473702,79
"newspapers, other vegetables",whole milk,0.024752475247524754,0.3116206357477853,0.01068264721208963,0.43157894736842106,1.3849498327759198,82
processed cheese,whole milk,0.020844189682126108,0.3116206357477853,0.008989056800416884,0.43125,1.3838942307692308,69
white bread,other vegetables,0.053022407503908284,0.23983845752996352,0.017587285044293903,0.3316953316953317,1.3829947670251854,135
"newspapers, yogurt",whole milk,0.019671704012506515,0.3116206357477853,0.008467952058363731,0.4304635761589404,1.3813705729916497,65
"citrus fruit, rolls/buns",whole milk,0.02149557060969255,0.3116206357477853,0.00924960917144346,0.43030303030303035,1.3808553765075506,71
sugar,other vegetables,0.0418186555497655,0.23983845752996352,0.013809275664408547,0.3302180685358256,1.376835358001628,106
beef,whole milk,0.06383533090151121,0.3116206357477853,0.027227722772277228,0.4265306122448979,1.3687495734079582,209
curd,other vegetables,0.0670922355393434,0.23983845752996352,0.0220166753517457,0.3281553398058253,1.3682348660236365,169
"other vegetables, soda",whole milk,0.04194893173527879,0.3116206357477853,0.017847837415320478,0.42546583850931674,1.3653326824404328,137
chicken,whole milk,0.053022407503908284,0.3116206357477853,0.022537780093798854,0.4250614250614251,1.3640349075131684,173
pot plants,whole milk,0.020844189682126108,0.3116206357477853,0.008858780614903595,0.425,1.3638377926421403,68
"other vegetables, soda",rolls/buns,0.04194893173527879,0.22146951537258988,0.012636789994788953,0.30124223602484473,1.3601972963098283,97
butter milk,whole milk,0.035044293903074515,0.3116206357477853,0.01485148514851485,0.4237918215613383,1.3599607116659,114
"domestic eggs, rolls/buns",whole milk,0.020062532569046377,0.3116206357477853,0.008467952058363731,0.4220779220779221,1.3544607566346698,65
oil,whole milk,0.03426263678999479,0.3116206357477853,0.014460656591974987,0.4220532319391635,1.354381525236212,111
semi-finished bread,whole milk,0.021625846795205836,0.3116206357477853,0.009119332985930172,0.4216867469879518,1.353205463996454,70
"bottled water, yogurt",whole milk,0.029442417926003127,0.3116206357477853,0.012376237623762377,0.420353982300885,1.3489285819989938,95
"other vegetables, rolls/buns",whole milk,0.054585721730067746,0.3116206357477853,0.022928608650338717,0.4200477326968973,1.347945817801582,176
cream cheese,whole milk,0.05028660760812923,0.3116206357477853,0.021104742053152683,0.41968911917098445,1.3467950162025404,162
margarine,whole milk,0.07412714955706097,0.3116206357477853,0.031005732152162586,0.4182776801405976,1.342265665869242,238
yogurt,other vegetables,0.17352787910369985,0.23983845752996352,0.05562793121417405,0.3205705705705706,1.3366103746331883,427
hard cheese,whole milk,0.031005732152162586,0.3116206357477853,0.01289734236581553,0.41596638655462187,1.334848655181136,99
dessert,other vegetables,0.04650859822824388,0.23983845752996352,0.01485148514851485,0.31932773109243695,1.3314283888460325,114
berries,other vegetables,0.04129755080771235,0.23983845752996352,0.013157894736842105,0.31861198738170343,1.328444114688732,101
yogurt,whole milk,0.17352787910369985,0.3116206357477853,0.07178217821782178,0.41366366366366364,1.3274591481113218,551
"rolls/buns, tropical fruit",other vegetables,0.03152683689421574,0.23983845752996352,0.010031266284523188,0.3181818181818181,1.3266505357760108,77
pip fruit,whole milk,0.09327774882751433,0.3116206357477853,0.0385617509119333,0.4134078212290503,1.326638142037705,296
"pastry, whole milk",other vegetables,0.04260031266284523,0.23983845752996352,0.01354872329338197,0.3180428134556575,1.3260709593077822,104
"pip fruit, tropical fruit",whole milk,0.02618551328817092,0.3116206357477853,0.010812923397602918,0.4129353233830846,1.3251218822276576,83
white bread,whole milk,0.053022407503908284,0.3116206357477853,0.021886399166232414,0.4127764127764128,1.3246119333075856,168
tropical fruit,whole milk,0.13144867118290776,0.3116206357477853,0.05419489317352788,0.41228939544103077,1.3230490800189598,416
"rolls/buns, whole milk",other vegetables,0.07256383533090151,0.23983845752996352,0.022928608650338717,0.31597845601436264,1.3174636764618401,176
"pastry, rolls/buns",whole milk,0.026836894215737362,0.3116206357477853,0.010943199583116207,0.4077669902912622,1.308536545767445,84
"bottled water, whole milk",other vegetables,0.0440333507034914,0.23983845752996352,0.013809275664408547,0.3136094674556213,1.3075862423624927,106
"shopping bags, whole milk",other vegetables,0.03139656070870245,0.23983845752996352,0.009770713913496612,0.3112033195020747,1.2975538731656302,75
hygiene articles,whole milk,0.04064616988014591,0.3116206357477853,0.01641479937467431,0.40384615384615385,1.295954463596604,126
pork,whole milk,0.07034914017717561,0.3116206357477853,0.02840020844189682,0.4037037037037037,1.2954973368016844,218
salty snack,other vegetables,0.04455445544554455,0.23983845752996352,0.013809275664408547,0.3099415204678363,1.292292836019072,106
brown bread,whole milk,0.08051068264721209,0.3116206357477853,0.03230849400729546,0.401294498381877,1.2877661244060568,248
pickled vegetables,whole milk,0.02279833246482543,0.3116206357477853,0.009119332985930172,0.4,1.2836120401337794,70
other vegetables,whole milk,0.23983845752996352,0.3116206357477853,0.09588327253778009,0.39978272677892446,1.2829148038273512,736
whole milk,other vegetables,0.3116206357477853,0.23983845752996352,0.09588327253778009,0.30769230769230765,1.2829148038273512,736
onions,whole milk,0.038952579468473164,0.3116206357477853,0.015502866076081293,0.3979933110367893,1.277172514848827,119
"soda, yogurt",other vegetables,0.035044293903074515,0.23983845752996352,0.01068264721208963,0.3048327137546469,1.2709918037917813,82
"newspapers, whole milk",other vegetables,0.035044293903074515,0.23983845752996352,0.01068264721208963,0.3048327137546469,1.2709918037917813,82
meat,whole milk,0.032438770192808754,0.3116206357477853,0.01276706618030224,0.39357429718875503,1.2629917663966905,98
"bottled water, rolls/buns",other vegetables,0.031005732152162586,0.23983845752996352,0.009379885356956748,0.3025210084033613,1.261353210485715,72
hygiene articles,other vegetables,0.04064616988014591,0.23983845752996352,0.012245961438249088,0.30128205128205127,1.2561874120809482,94
"pastry, soda",whole milk,0.026967170401250653,0.3116206357477853,0.010552371026576341,0.3913043478260869,1.2557074305656535,81
fruit/vegetable juice,other vegetables,0.08976029181865555,0.23983845752996352,0.026967170401250653,0.30043541364296084,1.2526573792087818,207
pastry,whole milk,0.10917144346013549,0.3116206357477853,0.04260031266284523,0.3902147971360382,1.252211029605447,327
napkins,whole milk,0.06513809275664409,0.3116206357477853,0.025273579989577907,0.388,1.2451036789297658,194
cat food,whole milk,0.02931214174048984,0.3116206357477853,0.011334028139656071,0.38666666666666666,1.2408249721293199,87
"newspapers, rolls/buns",whole milk,0.025273579989577907,0.3116206357477853,0.009770713913496612,0.38659793814432986,1.2406044202323896,75
"soda, yogurt",whole milk,0.035044293903074515,0.3116206357477853,0.013418447107868681,0.3828996282527881,1.2287364324700676,103
fruit/vegetable juice,whole milk,0.08976029181865555,0.3116206357477853,0.0341323606044815,0.38026124818577645,1.2202697914189047,262
dessert,whole milk,0.04650859822824388,0.3116206357477853,0.017587285044293903,0.37815126050420167,1.2134987774373962,135
"other vegetables, sausage",whole milk,0.034523189161021366,0.3116206357477853,0.013027618551328817,0.3773584905660377,1.2109547548431878,100
citrus fruit,whole milk,0.10396039603960396,0.3116206357477853,0.03908285565398645,0.37593984962406013,1.206402293358815,300
"soda, tropical fruit",whole milk,0.026706618030224075,0.3116206357477853,0.010031266284523188,0.375609756097561,1.2053430132963536,77
long life bakery product,whole milk,0.04650859822824388,0.3116206357477853,0.017326732673267328,0.37254901960784315,1.195521017771657,133
frozen meals,whole milk,0.03426263678999479,0.3116206357477853,0.012636789994788953,0.3688212927756654,1.1835586301613743,97
newspapers,whole milk,0.09523189161021366,0.3116206357477853,0.035044293903074515,0.3679890560875513,1.1808879575786135,269
berries,whole milk,0.04129755080771235,0.3116206357477853,0.015112037519541427,0.3659305993690852,1.17428230800882,116
chocolate,whole milk,0.059015112037519545,0.3116206357477853,0.02136529442417926,0.3620309050772627,1.1617680716442593,164
"bottled water, rolls/buns",whole milk,0.031005732152162586,0.3116206357477853,0.011203751954142784,0.36134453781512604,1.1595654984401786,86
frankfurter,whole milk,0.07412714955706097,0.3116206357477853,0.02631578947368421,0.35500878734622143,1.1392338844772556,202
waffles,whole milk,0.04650859822824388,0.3116206357477853,0.016284523189161022,0.35014005602240894,1.1236099791087002,125
coffee,whole milk,0.06930693069306931,0.3116206357477853,0.023970818134445022,0.3458646616541353,1.1098901098901097,184
grapes,whole milk,0.028139656070870246,0.3116206357477853,0.009379885356956748,0.3333333333333333,1.0696767001114826,72
bottled water,whole milk,0.13288170922355394,0.3116206357477853,0.0440333507034914,0.33137254901960783,1.0633844842284739,338
"other vegetables, shopping bags",whole milk,0.0297029702970297,0.3116206357477853,0.009770713913496612,0.3289473684210526,1.055602006688963,75
rolls/buns,whole milk,0.22146951537258988,0.3116206357477853,0.07256383533090151,0.3276470588235294,1.0514292740507574,557
sausage,whole milk,0.11724856696195936,0.3116206357477853,0.038301198540906724,0.32666666666666666,1.048283166109253,294
salty snack,whole milk,0.04455445544554455,0.3116206357477853,0.0143303804064617,0.32163742690058483,1.0321441843180974,110
"rolls/buns, sausage",whole milk,0.03921313183949974,0.3116206357477853,0.011985409067222511,0.30564784053156147,0.9808331203680041,92
